catalogNumber,decimalLatitude,decimalLongitude,eventDate,month,date_year,bathymetry,sst,sss,shoredistance,behavior,sex,id,presence
1511200000000.0,-21.9013,113.9015,2005-06-24 12:00:00+00:00,6.0,2005.0,82.0,25.74,34.82,7200,,,7dbe84e7-e77a-4c4e-a119-3b6a2a7b670d,1
25420071530.0,12.9333,123.533,2007-04-21 12:00:00+00:00,4.0,2007.0,33.0,28.24,32.56,339,,male,1ebbb503-6548-4c8a-9c5e-097b1ea67bf8,1
48200653656.0,-21.9013,113.9015,2006-06-03 12:00:00+00:00,6.0,2006.0,82.0,25.74,34.82,7200,,,51cf8d45-19f6-4938-8955-9184f822b14c,1
18112000000000.0,-21.9013,113.9015,2005-05-17 12:00:00+00:00,5.0,2005.0,82.0,25.74,34.82,7200,,male,1d6d916a-0872-4a17-9913-6d238a82bca8,1
285201000000.0,-21.9013,113.9015,2009-04-15 12:00:00+00:00,4.0,2009.0,82.0,25.74,34.82,7200,,,8794bc5c-9ec3-4642-99a4-f085706a6c95,1
1142010000000.0,12.9333,123.533,2008-04-11 12:00:00+00:00,4.0,2008.0,33.0,28.24,32.56,339,,,7ba265fb-dd49-4004-b787-242362fd7279,1
58200753839.0,-22.00222,113.90139,2007-07-18 12:00:00+00:00,7.0,2007.0,31.0,25.5,34.81,2404,,,cd662c66-0207-4682-b8da-f0a528061624,1
1772010000000.0,-23.9736,35.5122,2009-04-30 12:00:00+00:00,4.0,2009.0,2.0,25.61,34.86,585,,male,5d175c9d-5344-4a5a-a31f-68a7008f906d,1
31122000000000.0,16.12168,-86.95492,2008-12-30 12:00:00+00:00,12.0,2008.0,9.0,28.21,35.83,1326,,male,ffb4a8c9-b2d8-4b38-84cf-73347607ddbb,1
15200881921.0,12.9333,123.533,2008-05-01 12:00:00+00:00,5.0,2008.0,33.0,28.24,32.56,339,,female,071fa17a-76d1-4463-9122-caaa4b1bd471,1
1772010000000.0,-23.9736,35.5122,2009-05-14 12:00:00+00:00,5.0,2009.0,2.0,25.61,34.86,585,,,5d6c6d33-102b-409b-ae33-1019c68a053d,1
193201000000.0,-23.0322,113.715,2003-04-06 12:00:00+00:00,4.0,2003.0,55.0,24.9,34.86,10835,,male,5bf80e86-f378-494f-aab5-95218a2658a0,1
266201000000.0,-23.9736,35.5122,2009-06-24 12:00:00+00:00,6.0,2009.0,2.0,25.61,34.86,585,,male,fcd2cb09-5558-46e1-8e77-da34b9dec4e0,1
3042010000000.0,-23.0322,113.715,1999-06-03 12:00:00+00:00,6.0,1999.0,55.0,24.9,34.86,10835,,,5eea7dce-0885-4368-bb54-0b14d33b5673,1
237201000000.0,-21.9013,113.9015,2008-05-26 12:00:00+00:00,5.0,2008.0,82.0,25.74,34.82,7200,,,dfdba5f4-5843-4cff-b4b7-f06339dcc0f0,1
28420060239.0,16.1392,-86.9041,2006-04-26 12:00:00+00:00,4.0,2006.0,124.0,28.2,35.84,1931,,,fbb1f615-bde7-4dd3-badc-37ebb880e070,1
63200505012.0,-21.9013,113.9015,2000-05-16 12:00:00+00:00,5.0,2000.0,82.0,25.74,34.82,7200,,,af66dab5-9012-42c4-8b8e-753c19447c6a,1
1882010000000.0,-23.0322,113.715,2009-04-27 12:00:00+00:00,4.0,2009.0,55.0,24.9,34.86,10835,,male,ab97ff92-f4aa-4e66-a184-19a9ba48c66c,1
2552010000000.0,10.1,99.8,2008-04-29 12:00:00+00:00,4.0,2008.0,25.0,29.16,30.2,2155,,,bc2c658d-8bfc-41ef-b2d9-0e87e289ed57,1
15112000000000.0,3.475,72.825,2008-11-13 12:00:00+00:00,11.0,2008.0,66.0,29.03,34.95,-66,,male,1ab69e14-21e1-4d20-9305-eeb0b0252a06,1
1942010000000.0,-21.9013,113.9015,2004-06-06 12:00:00+00:00,6.0,2004.0,82.0,25.74,34.82,7200,,male,d069a110-7dbe-43e3-9a8a-5ba3d5c10216,1
311201000000.0,-10.5019,105.6772,2010-01-30 12:00:00+00:00,1.0,2010.0,611.0,28.0,34.05,179,,,4caee892-faf7-402a-b880-5d0871649d7d,1
255201000000.0,12.9333,123.533,2008-05-24 12:00:00+00:00,5.0,2008.0,33.0,28.24,32.56,339,,,76caf3e2-127b-42b0-a32e-9f46bec53ad4,1
152005000000.0,16.1392,-86.9041,2005-04-22 12:00:00+00:00,4.0,2005.0,124.0,28.2,35.84,1931,,,f590ab37-814f-4511-bf77-5f226b0bd37f,1
24200863445.0,12.9333,123.533,2008-03-31 12:00:00+00:00,3.0,2008.0,33.0,28.24,32.56,339,,female,90ebc6d5-9aa8-48c5-adc6-ff45c657f36c,1
65200871954.0,-23.9736,35.5122,2008-04-10 12:00:00+00:00,4.0,2008.0,2.0,25.61,34.86,585,,,a3bcf6c5-8bcd-4baa-a378-61876f73c390,1
242009000000.0,12.9333,123.533,2009-04-02 12:00:00+00:00,4.0,2009.0,33.0,28.24,32.56,339,,male,25519c38-9935-42a1-861a-a55d0bd64689,1
2932010000000.0,16.11583,-86.85778,2007-03-27 12:00:00+00:00,3.0,2007.0,20.0,28.2,35.84,1585,,male,9a0fe68c-23d4-43c0-b8eb-2c411b7adb34,1
75200881334.0,12.9333,123.533,2008-05-07 12:00:00+00:00,5.0,2008.0,33.0,28.24,32.56,339,,,7bb7dea7-a2ca-4a23-afa8-61a2418d579d,1
248201000000.0,9.93333,99.98333,2009-08-22 12:00:00+00:00,8.0,2009.0,35.0,29.21,30.34,1487,,female,642f5dc0-0def-408f-bcbf-f3a15037c062,1
27420089210.0,12.9333,123.533,2008-04-27 12:00:00+00:00,4.0,2008.0,33.0,28.24,32.56,339,,,610db438-107b-4431-ba30-c9f0cee76c19,1
2432010000000.0,16.1392,-86.9041,2009-03-24 12:00:00+00:00,3.0,2009.0,124.0,28.2,35.84,1931,,,ae44b912-f532-41eb-953e-66bbf59e2361,1
53200965522.0,-23.88333,35.53333,2008-12-15 12:00:00+00:00,12.0,2008.0,-32.0,25.61,34.79,-1130,,female,390e8dd0-61f0-4be7-89fa-1f7e6e0bb817,1
5320091640.0,-23.91667,35.53333,2008-11-10 12:00:00+00:00,11.0,2008.0,-2.0,25.61,34.86,584,,male,42d3b961-e2a7-4ee2-ba7e-aba1f037ea31,1
1782010000000.0,30.18333,-87.51667,2009-08-10 12:00:00+00:00,8.0,2009.0,19.0,23.64,30.05,10309,,male,bea0c5c2-a642-4644-952f-fbd328f92e22,1
1882010000000.0,-23.0322,113.715,2009-05-05 12:00:00+00:00,5.0,2009.0,55.0,24.9,34.86,10835,,male,213a6bd4-0682-49bb-adae-1631b9f9cfcc,1
1642010000000.0,16.5,-87.96667,2009-04-14 12:00:00+00:00,4.0,2009.0,852.0,28.2,35.63,8765,,,a5d72a29-a2d3-4409-b5b4-255c2fe6258c,1
224201000000.0,12.9333,123.533,2009-04-22 12:00:00+00:00,4.0,2009.0,33.0,28.24,32.56,339,,,ef095db6-becd-4692-9d6c-3ac2ee571530,1
762008562.0,-23.9736,35.5122,2007-05-25 12:00:00+00:00,5.0,2007.0,2.0,25.61,34.86,585,,male,d0a78eaa-da6a-4862-af19-f74ff1a60c30,1
101120000000.0,-23.0322,113.715,2005-05-14 12:00:00+00:00,5.0,2005.0,55.0,24.9,34.86,10835,,,5fc7988c-930e-4c6f-8e48-9630abf75ce2,1
141201000000.0,16.1392,-86.9041,2007-12-25 12:00:00+00:00,12.0,2007.0,124.0,28.2,35.84,1931,,,84235b54-ff16-4408-8d81-05952aa9e387,1
262201000000.0,12.9333,123.533,2009-02-26 12:00:00+00:00,2.0,2009.0,33.0,28.24,32.56,339,,male,1375507e-0bbf-4d32-991b-da35bdabc308,1
244201000000.0,-23.0322,113.715,2003-06-13 12:00:00+00:00,6.0,2003.0,55.0,24.9,34.86,10835,,,f63c7283-5abe-4b8b-b8ec-39ff06f08f36,1
11120088212.0,-23.9736,35.5122,2008-11-01 12:00:00+00:00,11.0,2008.0,2.0,25.61,34.86,585,,,29435585-fa46-4d4e-9a4a-bb7ae932cf0a,1
5520086115.0,12.9333,123.533,2008-05-05 12:00:00+00:00,5.0,2008.0,33.0,28.24,32.56,339,,,b80486c5-4b13-4e90-801c-ae7c93a75152,1
247201000000.0,-23.9736,35.5122,2005-10-19 12:00:00+00:00,10.0,2005.0,2.0,25.61,34.86,585,,male,51a00016-ee16-4df0-aee3-4c81ab9ed3c8,1
20520097557.0,-23.88333,35.95,2008-12-15 12:00:00+00:00,12.0,2008.0,928.0,25.89,34.96,40196,,male,12bae938-c232-4f45-868c-e7171f831e21,1
113201000000.0,12.9333,123.533,2009-03-10 12:00:00+00:00,3.0,2009.0,33.0,28.24,32.56,339,,,662be1f6-841e-4bad-92e3-9e987a9f18fa,1
11820081278.0,-21.9013,113.9015,2005-06-08 12:00:00+00:00,6.0,2005.0,82.0,25.74,34.82,7200,,,3e3d1f0c-a2df-4f90-aece-91219c5c4cca,1
289201000000.0,3.46728,72.82143,2006-05-14 12:00:00+00:00,5.0,2006.0,73.0,29.03,34.95,516,,male,5351dde9-7585-4349-8aba-4553b51132f8,1
3112200000000.0,21.48333,-86.55,2009-06-11 12:00:00+00:00,6.0,2009.0,35.0,27.62,35.99,24413,,female,2be09e28-69f5-4260-8dc8-5af90a3a43bd,1
2262010000000.0,-23.0322,113.715,2008-04-08 12:00:00+00:00,4.0,2008.0,55.0,24.9,34.86,10835,,,a568e1a0-19c2-4cce-b5fe-3bf8172aa686,1
1082010000000.0,-23.9736,35.5122,2009-07-04 12:00:00+00:00,7.0,2009.0,2.0,25.61,34.86,585,,,918d6cdd-bea3-4cd9-8e2f-ea8de6e1a606,1
179201000000.0,-23.9736,35.5122,2008-01-29 12:00:00+00:00,1.0,2008.0,2.0,25.61,34.86,585,,male,e0dde477-1e66-4934-84bb-8629d3f2831a,1
27102005060.0,-21.9013,113.9015,2003-07-16 12:00:00+00:00,7.0,2003.0,82.0,25.74,34.82,7200,,male,0631c5bd-7aa4-4c0e-95bd-5f692123752d,1
11820081951.0,-21.9013,113.9015,2005-06-06 12:00:00+00:00,6.0,2005.0,82.0,25.74,34.82,7200,,,3a582106-8a5b-4327-8a61-aebdcb1e9df1,1
232201000000.0,12.9333,123.533,2010-02-23 12:00:00+00:00,2.0,2010.0,33.0,28.24,32.56,339,,,7df71410-1df9-4df2-9cdb-e4253991e664,1
6122010000000.0,1.67333,-91.98972,2007-11-26 12:00:00+00:00,11.0,2007.0,111.0,25.98,33.61,137,,female,987506c9-6368-4783-b363-f2ef77b612a7,1
248201000000.0,-21.9013,113.9015,2009-05-09 12:00:00+00:00,5.0,2009.0,82.0,25.74,34.82,7200,,,9bd65692-3d13-4440-a670-277e3648da33,1
15620093540.0,-23.9736,35.5122,2009-02-14 12:00:00+00:00,2.0,2009.0,2.0,25.61,34.86,585,,,adb7cd8f-4a0d-46d9-b529-34ec5fed15e3,1
287201000000.0,-23.9736,35.5122,2006-12-15 12:00:00+00:00,12.0,2006.0,2.0,25.61,34.86,585,,female,6e51ec88-e572-49a0-bd8e-dbd722f832ad,1
10320093635.0,-23.9736,35.5122,2009-01-14 12:00:00+00:00,1.0,2009.0,2.0,25.61,34.86,585,,male,c55d7588-9ef2-41d7-93bf-8ab7d7107d7a,1
2952010000000.0,-23.0322,113.715,2007-05-29 12:00:00+00:00,5.0,2007.0,55.0,24.9,34.86,10835,,,b93cf596-1839-4c2c-848e-8dc5a7d2909e,1
233201000000.0,12.91667,123.51667,2009-03-23 12:00:00+00:00,3.0,2009.0,113.0,28.24,32.56,2537,,male,0ba5912a-4edd-49a6-9090-65439abcdfa3,1
84200972720.0,12.91667,123.53333,2009-04-08 12:00:00+00:00,4.0,2009.0,71.0,28.24,32.56,2175,,male,8bc04315-5556-4bf3-bf89-a989401aabe0,1
2442010000000.0,-21.86667,113.96667,2001-04-28 12:00:00+00:00,4.0,2001.0,32.0,25.6,34.82,3134,,male,065ffdb7-f439-4fdf-bbba-61670f027ec1,1
253201000000.0,12.9333,123.533,2009-03-25 12:00:00+00:00,3.0,2009.0,33.0,28.24,32.56,339,,,198ddb5e-f606-428e-86fe-269c8d788fa7,1
177201000000.0,-23.86667,35.55,2009-07-13 12:00:00+00:00,7.0,2009.0,-10.0,25.61,34.79,-267,,male,e25b6b54-92ec-4b4e-b7d9-e327e4b8d0bf,1
472004000000.0,-21.9013,113.9015,2003-05-16 12:00:00+00:00,5.0,2003.0,82.0,25.74,34.82,7200,,,ccb42d52-a493-4d19-a53c-3a0df911f9e8,1
15200475215.0,-22.8855,113.69988,1999-04-18 12:00:00+00:00,4.0,1999.0,58.0,25.05,34.86,10051,,male,6658b672-a329-4acb-bcf5-ee104944f5b6,1
202201000000.0,12.9333,123.533,2010-02-20 12:00:00+00:00,2.0,2010.0,33.0,28.24,32.56,339,,female,c26214be-60ab-4032-9957-182c0f6e03da,1
115201000000.0,-21.9013,113.9015,2009-04-08 12:00:00+00:00,4.0,2009.0,82.0,25.74,34.82,7200,,,4b857da5-c796-481c-9000-c594cb32069c,1
562009000000.0,-8.93333,116.36667,2009-05-31 12:00:00+00:00,5.0,2009.0,-56.0,27.88,33.39,250,,,cd9866c6-ba11-4c08-9997-ec34a75f07a1,1
257201000000.0,-23.9736,35.5122,2005-11-21 12:00:00+00:00,11.0,2005.0,2.0,25.61,34.86,585,,,e0923a22-bae7-4d2f-8b86-8987bf3f0b78,1
166201000000.0,-21.9013,113.9015,2007-06-09 12:00:00+00:00,6.0,2007.0,82.0,25.74,34.82,7200,,,99b1a664-90b8-42b4-8fc0-4ea802f8d78f,1
212201000000.0,-21.9013,113.9015,2007-04-14 12:00:00+00:00,4.0,2007.0,82.0,25.74,34.82,7200,,,2d30c9fa-0f5a-4351-96b3-ba327844217b,1
19220101119.0,12.9333,123.533,2010-02-19 12:00:00+00:00,2.0,2010.0,33.0,28.24,32.56,339,,male,92f5a3f9-326e-4c46-8a22-33bf85323aa4,1
33200931129.0,12.9333,123.533,2009-03-03 12:00:00+00:00,3.0,2009.0,33.0,28.24,32.56,339,,,92296dd1-f0c5-41aa-b109-16b3571fee4f,1
9122010000000.0,-23.9736,35.5122,2006-11-23 12:00:00+00:00,11.0,2006.0,2.0,25.61,34.86,585,,,83ee5f10-3a7f-4cb4-a4da-9c5ef2424ada,1
113201000000.0,12.93333,123.53333,2009-03-11 12:00:00+00:00,3.0,2009.0,33.0,28.24,32.56,347,,male,63a1fbd9-023f-4d36-83c4-8d6ec0478606,1
152201000000.0,-21.9013,113.9015,2004-06-02 12:00:00+00:00,6.0,2004.0,82.0,25.74,34.82,7200,,,783e459e-304f-4e2e-b9c1-b56ad3411d0b,1
14122000000000.0,27.78333,34.21667,2007-11-22 12:00:00+00:00,11.0,2007.0,51.4,25.56,38.83,635,,,1e2d64ba-0d5a-4837-8278-04bd94637a1c,1
14220082032.0,-21.9013,113.9015,2002-04-11 12:00:00+00:00,4.0,2002.0,82.0,25.74,34.82,7200,,,72208cb4-5e39-4ab2-80fe-b17ecf26d6d4,1
10520094522.0,-21.9013,113.9015,2009-04-26 12:00:00+00:00,4.0,2009.0,82.0,25.74,34.82,7200,,,1d216ae7-d527-4d70-82af-b594c0eb5dca,1
196201000000.0,3.46605,72.8212,2007-05-02 12:00:00+00:00,5.0,2007.0,116.0,29.03,34.95,612,,male,e71c1b95-4cf3-45dc-aab1-853782942b4f,1
6520087163.0,-23.9736,35.5122,2008-04-24 12:00:00+00:00,4.0,2008.0,2.0,25.61,34.86,585,,,62729a3b-e42a-4022-b2f0-de8f02b646c2,1
632008000000.0,12.9333,123.533,2008-03-06 12:00:00+00:00,3.0,2008.0,33.0,28.24,32.56,339,,,6d7b5fc9-4451-474f-97bd-d106ef58bf15,1
2111200000000.0,-21.9013,113.9015,2005-04-10 12:00:00+00:00,4.0,2005.0,82.0,25.74,34.82,7200,,,69a5a08e-6842-41b8-9058-a18642b5794a,1
2282010000000.0,-21.9013,113.9015,2009-05-25 12:00:00+00:00,5.0,2009.0,82.0,25.74,34.82,7200,,male,2e94bce6-5fc9-478f-8924-aef552dfd4b4,1
86200913511.0,-21.9013,113.9015,2009-04-17 12:00:00+00:00,4.0,2009.0,82.0,25.74,34.82,7200,,,a6e50652-3e01-4bdd-804e-f5d43d40305c,1
64200935631.0,12.9333,123.533,2009-04-06 12:00:00+00:00,4.0,2009.0,33.0,28.24,32.56,339,,male,19d3ff6e-f769-4197-b7e1-5a23aceebec2,1
94200891047.0,12.9333,123.533,2008-04-07 12:00:00+00:00,4.0,2008.0,33.0,28.24,32.56,339,,,eef6cdd6-8c0a-4246-8bc3-6436ed193438,1
24720072321.0,-23.9736,35.5122,2005-10-21 12:00:00+00:00,10.0,2005.0,2.0,25.61,34.86,585,,male,515114ea-ae93-42db-a56c-1a1678664e7f,1
262201000000.0,12.9333,123.533,2009-02-26 12:00:00+00:00,2.0,2009.0,33.0,28.24,32.56,339,,male,c4e8889e-0eb5-43f7-b4f0-1f68fdfe0f5b,1
194201000000.0,-23.0322,113.715,2003-04-28 12:00:00+00:00,4.0,2003.0,55.0,24.9,34.86,10835,,male,7635976c-5bf4-4abf-9a3d-063e2a8c6582,1
221201000000.0,3.475,72.87222,2003-08-16 12:00:00+00:00,8.0,2003.0,62.0,29.02,34.94,428,,,aee71d3b-7567-4ce4-8657-2c3adef95c1e,1
193201000000.0,16.1392,-86.9041,2007-03-15 12:00:00+00:00,3.0,2007.0,124.0,28.2,35.84,1931,,,127f820c-f38b-445e-b116-52f08c0e8b49,1
3320091191.0,12.9333,123.533,2009-03-02 12:00:00+00:00,3.0,2009.0,33.0,28.24,32.56,339,,male,1fcf7903-f727-4b61-9e9b-8d350f41f220,1
1732009583.0,12.9333,123.533,2009-03-17 12:00:00+00:00,3.0,2009.0,33.0,28.24,32.56,339,,male,0174f0b9-3b54-4b73-9761-9d1bb9cd9e38,1
25820062326.0,-21.9013,113.9015,2005-05-11 12:00:00+00:00,5.0,2005.0,82.0,25.74,34.82,7200,,,7990942d-49f7-47da-9a59-8117cab17dd8,1
205201000000.0,-22.01022,113.8973,2008-05-08 12:00:00+00:00,5.0,2008.0,38.0,25.5,34.81,2661,,,d4d3bc9a-e0ed-4148-891d-ce6eef5e6f84,1
892009000000.0,-23.9,35.53333,2009-09-07 12:00:00+00:00,9.0,2009.0,-27.0,25.61,34.79,-164,,,21d2bf83-79c3-4caa-bcf6-861d6c88e533,1
286200000000.0,-21.9013,113.9015,2003-06-15 12:00:00+00:00,6.0,2003.0,82.0,25.74,34.82,7200,,male,dcad8876-1efb-4ed2-9513-dd85d4dad35a,1
2611200000000.0,28.9,-113.51667,2008-11-18 12:00:00+00:00,11.0,2008.0,84.0,21.77,35.46,917,,male,8b3b21c5-28fb-455a-a0df-710f19f5a15f,1
412009000000.0,-23.93917,35.53139,2008-10-27 12:00:00+00:00,10.0,2008.0,5.0,25.61,34.86,831,,,02d04a2f-1300-4587-9c29-e172fbfc5f36,1
163201000000.0,12.9333,123.533,2008-03-16 12:00:00+00:00,3.0,2008.0,33.0,28.24,32.56,339,,,f9ab2763-9cea-4aae-be2b-90d18c4f1dfa,1
215201000000.0,-21.9013,113.9015,2009-05-18 12:00:00+00:00,5.0,2009.0,82.0,25.74,34.82,7200,,male,d84d89ac-59d4-42c3-8810-48ed2d9c7be2,1
1342010000000.0,-21.9013,113.9015,2000-04-16 00:00:00+00:00,4.0,2000.0,82.0,25.74,34.82,7200,,,636f9d23-173c-4758-9628-05b8266f6e6f,1
287201000000.0,-23.9736,35.5122,2006-12-24 12:00:00+00:00,12.0,2006.0,2.0,25.61,34.86,585,,male,bcdef7f3-e092-4c89-8538-5c0298b90dd2,1
27122000000000.0,-22.95505,113.7245,1999-05-11 12:00:00+00:00,5.0,1999.0,46.0,24.99,34.86,10027,,,4dcb50d2-42be-424b-b360-9d40c53de9bd,1
15200635636.0,-21.9013,113.9015,1999-04-22 12:00:00+00:00,4.0,1999.0,82.0,25.74,34.82,7200,,,720b6e13-f220-4816-8066-9ddccf225402,1
682006000000.0,-21.9013,113.9015,2006-06-04 12:00:00+00:00,6.0,2006.0,82.0,25.74,34.82,7200,,male,d7a97d1f-be53-40ba-b139-de95ddf6b217,1
306201000000.0,-21.9013,113.9015,2007-06-29 12:00:00+00:00,6.0,2007.0,82.0,25.74,34.82,7200,,female,f05aa0b7-1605-4163-871e-81d6c9095c02,1
92200818243.0,-21.9013,113.9015,2007-05-16 12:00:00+00:00,5.0,2007.0,82.0,25.74,34.82,7200,,,7c9ef498-b422-4947-89cd-1ae490018102,1
1511200000000.0,-21.9013,113.9015,2005-06-24 12:00:00+00:00,6.0,2005.0,82.0,25.74,34.82,7200,,,26b909e4-8db0-48b2-a84f-264fa31d9cbd,1
6320092350.0,-23.91667,35.51667,2008-12-15 12:00:00+00:00,12.0,2008.0,-34.0,25.61,34.86,-1040,,,20f0edc5-cb43-4561-9377-6b843c22b760,1
1882010000000.0,-23.0322,113.715,2009-06-17 12:00:00+00:00,6.0,2009.0,55.0,24.9,34.86,10835,,male,47447424-a2c8-486e-8604-1c314345498e,1
16420093592.0,12.9333,123.533,2009-04-16 12:00:00+00:00,4.0,2009.0,33.0,28.24,32.56,339,,male,2280109e-9f08-4482-9b1f-eb61e38af90e,1
2312010000000.0,-21.9013,113.9015,2004-04-04 12:00:00+00:00,4.0,2004.0,82.0,25.74,34.82,7200,,female,abd45bbd-5526-4576-ab6d-1a3a83d2472b,1
94200882432.0,12.9333,123.533,2008-04-06 12:00:00+00:00,4.0,2008.0,33.0,28.24,32.56,339,,,bb565049-f179-49be-9c89-74345c5a3866,1
238201000000.0,28.88333,-113.51667,2008-09-29 12:00:00+00:00,9.0,2008.0,-4.0,21.77,35.46,-748,,male,46a4c64c-1826-49b4-aa62-8af89469fe5c,1
305201000000.0,-23.86794,35.39028,2005-05-09 12:00:00+00:00,5.0,2005.0,-10.0,25.35,34.78,-184,,,915e3005-ba23-417f-8356-a71d37c11d43,1
306201000000.0,-23.0322,113.715,2008-06-16 12:00:00+00:00,6.0,2008.0,55.0,24.9,34.86,10835,,,76550113-9bc8-4f81-b27e-8893db8f343c,1
2082010000000.0,-21.9013,113.9015,2006-05-06 12:00:00+00:00,5.0,2006.0,82.0,25.74,34.82,7200,,male,5568fd0e-7e86-4a09-8eef-e1977947463e,1
118201000000.0,-21.9013,113.9015,2005-06-06 12:00:00+00:00,6.0,2005.0,82.0,25.74,34.82,7200,,,ee4bd7ed-fc54-4ac0-9f35-24cc71762609,1
75200872652.0,12.9333,123.533,2008-05-06 12:00:00+00:00,5.0,2008.0,33.0,28.24,32.56,339,,female,21e28eea-3b5d-4f68-9824-aef4af2bccae,1
282006000000.0,-21.9013,113.9015,2005-05-13 12:00:00+00:00,5.0,2005.0,82.0,25.74,34.82,7200,,,274dfe33-5035-42b3-9e6b-8f5efdc64659,1
3112010000000.0,-21.9013,113.9015,2005-05-25 12:00:00+00:00,5.0,2005.0,82.0,25.74,34.82,7200,,male,e424f8d1-05cb-4a9f-ae52-c7893e4fa7f5,1
2672010000000.0,-23.9736,35.5122,2006-02-26 12:00:00+00:00,2.0,2006.0,2.0,25.61,34.86,585,,,f1645c94-6a70-41c6-a008-5740a5101e57,1
84200310406.0,-22.02333,113.89333,1995-06-26 12:00:00+00:00,6.0,1995.0,32.0,25.5,34.81,2357,,male,e74b31a4-4861-4cee-adaa-106c191d1f65,1
1992010000000.0,-27.65853,32.65358,2007-09-09 12:00:00+00:00,9.0,2007.0,14.0,,,570,,female,0c7ae193-8e87-49e9-b9b5-a9b8876f0647,1
208201000000.0,-23.0322,113.715,2002-06-23 12:00:00+00:00,6.0,2002.0,55.0,24.9,34.86,10835,,male,505fd581-b038-4a5a-b52d-1168b3adad9b,1
144201000000.0,12.91667,123.51667,2009-04-14 12:00:00+00:00,4.0,2009.0,113.0,28.24,32.56,2537,,female,a09b72be-6f1f-4166-99b4-ace43f1266b2,1
289201000000.0,3.46997,72.80412,2006-05-10 12:00:00+00:00,5.0,2006.0,165.0,29.03,34.95,1219,,male,17f2ddab-7332-4ad4-8162-c93476e06a1b,1
782009000000.0,-23.0322,113.715,2009-05-12 12:00:00+00:00,5.0,2009.0,55.0,24.9,34.86,10835,,male,50ccac97-e91c-4f63-bc76-c0dda13e886b,1
95200853243.0,-21.9013,113.9015,2008-04-09 12:00:00+00:00,4.0,2008.0,82.0,25.74,34.82,7200,,female,15ed8f20-e060-4293-bcd7-bef05ab37078,1
27520062830.0,-21.9013,113.9015,2002-04-23 12:00:00+00:00,4.0,2002.0,82.0,25.74,34.82,7200,,,b378dd31-7449-4d1a-9ec3-575b0c5cc21f,1
2372010000000.0,-21.9013,113.9015,2007-07-11 12:00:00+00:00,7.0,2007.0,82.0,25.74,34.82,7200,,male,3a29bc8d-646c-4007-8cea-93dad0c3eec7,1
233201000000.0,16.1392,-86.9041,2009-03-15 12:00:00+00:00,3.0,2009.0,124.0,28.2,35.84,1931,,male,a4625a36-c5ba-43e0-9fed-3c7004c1ee68,1
28102000000000.0,-21.9013,113.9015,2002-05-16 12:00:00+00:00,5.0,2002.0,82.0,25.74,34.82,7200,,male,2fe5884a-7733-4dda-a754-9b29140fc32b,1
3112000000000.0,9.93333,99.98333,2004-08-28 12:00:00+00:00,8.0,2004.0,35.0,29.21,30.34,1487,,,5714cfc1-31dc-40e9-9960-351a031cef33,1
226201000000.0,-23.95,35.55,2009-04-10 12:00:00+00:00,4.0,2009.0,71.0,25.61,34.86,3068,,,aa5d4df9-a9c1-4a76-a883-61866ccfc370,1
16420086112.0,12.9333,123.533,2008-04-13 12:00:00+00:00,4.0,2008.0,33.0,28.24,32.56,339,,,ed850737-19bb-42e6-aed2-91e65522203e,1
16112000000000.0,12.9333,123.533,2007-06-09 12:00:00+00:00,6.0,2007.0,33.0,28.24,32.56,339,,,2d1b4d82-119e-49dc-b411-4596b4c89dd4,1
93200832432.0,12.9333,123.533,2008-03-07 12:00:00+00:00,3.0,2008.0,33.0,28.24,32.56,339,,male,f0ac0b15-6356-4b2f-b235-7a1ceeb03677,1
28420081723.0,-21.9013,113.9015,2002-05-15 12:00:00+00:00,5.0,2002.0,82.0,25.74,34.82,7200,,male,73f00026-ac16-4072-8bcd-07f51a8e913f,1
211201000000.0,-21.9013,113.9015,2003-04-27 12:00:00+00:00,4.0,2003.0,82.0,25.74,34.82,7200,,,36d2df15-0255-4475-9253-db82b05e7e38,1
20820091954.0,-21.9013,113.9015,2009-06-26 12:00:00+00:00,6.0,2009.0,82.0,25.74,34.82,7200,,,f76fb8d7-a604-46a2-a5cb-c486439e4902,1
234201000000.0,-23.0322,113.715,2009-04-19 12:00:00+00:00,4.0,2009.0,55.0,24.9,34.86,10835,,,25972fb7-dc45-4bac-9072-73c325be2f9b,1
1932010000000.0,16.1392,-86.9041,2007-03-19 12:00:00+00:00,3.0,2007.0,124.0,28.2,35.84,1931,,male,e4a5a862-8149-4586-aa30-c934ad6430a7,1
195201000000.0,-21.9013,113.9015,2009-04-06 12:00:00+00:00,4.0,2009.0,82.0,25.74,34.82,7200,,,2b64548e-89e7-471e-9285-1e17adaf50e7,1
33200615646.0,16.1392,-86.9041,2005-04-16 00:00:00+00:00,4.0,2005.0,124.0,28.2,35.84,1931,,,185b5565-9c32-4104-94d5-867d20a6c83a,1
254201000000.0,12.9333,123.533,2007-04-21 12:00:00+00:00,4.0,2007.0,33.0,28.24,32.56,339,,male,c9bfa4a4-c5dd-445f-8297-967ccb1a2629,1
295201000000.0,-21.9013,113.9015,2009-05-06 12:00:00+00:00,5.0,2009.0,82.0,25.74,34.82,7200,,,4c4f172e-8faa-4a29-96ea-d6610a817855,1
2972010000000.0,12.9333,123.533,2007-05-09 12:00:00+00:00,5.0,2007.0,33.0,28.24,32.56,339,,,67a33f99-75f1-4619-baf8-ababb0b57b4a,1
