catalogNumber,decimalLatitude,decimalLongitude,eventDate,month,date_year,bathymetry,sst,sss,shoredistance,behavior,sex,id,presence
562007000000.0,-23.0322,113.715,2007-06-04 12:00:00+00:00,6.0,2007.0,55.0,24.9,34.86,10835,,,d8473544-60c4-41ec-a0cf-c601172ace86,1
12520080212.0,-21.9013,113.9015,2008-04-19 12:00:00+00:00,4.0,2008.0,82.0,25.74,34.82,7200,,,40a961d3-71b4-4c5b-9eca-d9e3b2bcd629,1
252007000000.0,12.9333,123.533,2007-04-21 12:00:00+00:00,4.0,2007.0,33.0,28.24,32.56,339,,,0f10ad60-2f8d-4819-8955-c2ae324aa8a4,1
97200803958.0,-21.9013,113.9015,2008-06-12 12:00:00+00:00,6.0,2008.0,82.0,25.74,34.82,7200,,,bb0c4c78-3619-4da8-864c-2cf4fa12b032,1
99200804253.0,-10.5019,105.6772,2003-03-19 12:00:00+00:00,3.0,2003.0,611.0,28.0,34.05,179,,,90c234c0-7438-42fd-b000-2a0107b929c4,1
3132010000000.0,16.1392,-86.9041,2009-03-29 12:00:00+00:00,3.0,2009.0,124.0,28.2,35.84,1931,,,6bcd9e5d-7340-4b74-aa3b-28634e6ddbd4,1
2582010000000.0,-21.9013,113.9015,2009-06-16 12:00:00+00:00,6.0,2009.0,82.0,25.74,34.82,7200,,,16b96ce1-055a-4ffb-890e-113ddc9df389,1
26112000000000.0,28.88333,-113.5,2008-11-17 12:00:00+00:00,11.0,2008.0,94.0,,,-743,,male,2b80ba6d-e913-488a-867f-7fdcfe697586,1
10820099512.0,29.01667,48.13334,2007-08-15 12:00:00+00:00,8.0,2007.0,-30.0,,,-2516,,,9c7741b9-32a9-466b-9f60-d6f85435f786,1
882009000000.0,28.9,-113.46667,2008-10-01 12:00:00+00:00,10.0,2008.0,-22.0,,,-948,,male,9fec8bf8-c063-400c-94eb-7e9b1dfb332b,1
262008000000.0,-21.8625,113.68584,2008-04-09 12:00:00+00:00,4.0,2008.0,1110.0,25.77,34.86,28364,,male,7ab5d6e5-70a1-46bc-a440-e4583282168b,1
842003000000.0,-21.96617,113.8975,1996-04-23 12:00:00+00:00,4.0,1996.0,69.0,25.64,34.81,3750,,male,a0c33525-cea3-44e9-be32-0e8678ff30ab,1
1662010000000.0,-21.9013,113.9015,2007-06-13 12:00:00+00:00,6.0,2007.0,82.0,25.74,34.82,7200,,,62ca68ae-e6e2-4a2a-a74f-b07fabb594a1,1
44200921342.0,12.9333,123.533,2009-04-04 12:00:00+00:00,4.0,2009.0,33.0,28.24,32.56,339,,,eb58344d-5df7-4734-b75a-4d0b8dd7ca62,1
2412010000000.0,12.9333,123.533,2009-01-22 12:00:00+00:00,1.0,2009.0,33.0,28.24,32.56,339,,,bc68298b-61c1-4db4-9e2c-0d7c92b5962f,1
412010000000.0,-23.85,35.55,2009-12-29 12:00:00+00:00,12.0,2009.0,-1.0,25.61,34.79,308,,,42a971a4-439f-4490-9fac-c2f1bdf9b254,1
1792010000000.0,21.55,-86.63333,2009-09-03 12:00:00+00:00,9.0,2009.0,36.0,27.49,36.05,17445,,male,b25c8e18-efc1-4641-be7c-911207c11f10,1
2962010000000.0,-21.9013,113.9015,2008-06-08 12:00:00+00:00,6.0,2008.0,82.0,25.74,34.82,7200,,,0f637350-c01e-48a2-9f3d-2e85d0055976,1
104201000000.0,16.1392,-86.9041,2007-01-04 12:00:00+00:00,1.0,2007.0,124.0,28.2,35.84,1931,,male,2f1879a1-e713-4dad-9fc8-0cd37b296d3b,1
305201000000.0,-21.9013,113.9015,2007-05-15 12:00:00+00:00,5.0,2007.0,82.0,25.74,34.82,7200,,male,9b28a023-dc83-40f6-9557-6302f4c53a7e,1
22200919520.0,21.72917,-87.14278,2006-08-14 12:00:00+00:00,8.0,2006.0,2.0,26.46,36.16,14337,,female,0f9a1b36-4a05-4061-918b-6c6da840bb89,1
236201000000.0,-21.9013,113.9015,2009-05-15 12:00:00+00:00,5.0,2009.0,82.0,25.74,34.82,7200,,female,24249a67-dafa-46be-b564-2f67cb411613,1
3132009267.0,12.9333,123.533,2009-03-31 12:00:00+00:00,3.0,2009.0,33.0,28.24,32.56,339,,female,b96686bb-053a-400b-8656-2eb01ea7b045,1
1292010000000.0,-21.9013,113.9015,2008-07-15 12:00:00+00:00,7.0,2008.0,82.0,25.74,34.82,7200,,,47db8d91-0c5c-4cd0-a8b4-433e3c286eda,1
263201000000.0,12.91667,123.53333,2009-03-26 12:00:00+00:00,3.0,2009.0,71.0,28.24,32.56,2175,,,2ba3f9e6-41d3-4c91-8f30-928f8b0a0ef7,1
2922010000000.0,24.61667,-76.18333,2008-02-29 12:00:00+00:00,2.0,2008.0,234.0,26.9,36.39,1705,,,b9f8a35a-d414-4f65-942b-b598293f192f,1
72201024043.0,12.9333,123.533,2010-02-05 12:00:00+00:00,2.0,2010.0,33.0,28.24,32.56,339,,,f590bf2a-8514-44f4-afab-4c8d1c1eba32,1
1962010000000.0,-22.09333,113.87,2008-06-01 12:00:00+00:00,6.0,2008.0,26.0,,,1686,,,9eb810b8-6200-4ccc-909b-c4b0cb72af4b,1
28520071297.0,12.92778,123.54611,2007-05-04 12:00:00+00:00,5.0,2007.0,18.0,28.24,32.56,1766,,female,feda0a5a-7e17-4070-a9ca-f6f5b0ba5783,1
642006000000.0,16.13492,-86.9045,2006-04-05 12:00:00+00:00,4.0,2006.0,124.0,28.2,35.84,1508,,,ff94166f-53be-48f3-b0ba-70fd8a896d66,1
25720074473.0,-23.9736,35.5122,2005-10-18 12:00:00+00:00,10.0,2005.0,2.0,25.61,34.86,585,,,2a2e4b38-a555-4d71-8b37-8a3350ad26f3,1
134201000000.0,12.9333,123.533,2008-04-12 12:00:00+00:00,4.0,2008.0,33.0,28.24,32.56,339,,,f9b244d8-63a3-4e0c-bee3-d9e6617a01a4,1
61200905345.0,20.69306,-156.55083,2009-01-05 12:00:00+00:00,1.0,2009.0,208.0,25.42,34.97,8588,,,601b4399-c183-4f82-beb6-549f804fd741,1
2372010000000.0,-21.9013,113.9015,2007-07-08 12:00:00+00:00,7.0,2007.0,82.0,25.74,34.82,7200,,male,e267c7d3-65e5-47db-b549-1c20a18eadda,1
299200000000.0,-21.9013,113.9015,2004-05-16 12:00:00+00:00,5.0,2004.0,82.0,25.74,34.82,7200,,,65bf0f00-bde3-4495-aef3-fcbbd28d2750,1
1212010000000.0,16.06952,-87.03805,2009-01-11 12:00:00+00:00,1.0,2009.0,2.0,28.22,35.84,2793,,,10b7bcc3-7ac5-4380-82a3-f0c0abe13c89,1
274201000000.0,16.1392,-86.9041,2008-04-24 12:00:00+00:00,4.0,2008.0,124.0,28.2,35.84,1931,,,5e69dc07-3217-4d10-ad9b-3587ce517df7,1
1520061347.0,-23.0322,113.715,1999-05-29 12:00:00+00:00,5.0,1999.0,55.0,24.9,34.86,10835,,,c3dcd38d-99d0-474c-9f99-71abe8dd9ba6,1
2182010000000.0,-21.9013,113.9015,2009-04-13 12:00:00+00:00,4.0,2009.0,82.0,25.74,34.82,7200,,,cefd62f9-8834-4d5f-bd26-198b0703d228,1
239201000000.0,12.9333,123.533,2006-03-16 12:00:00+00:00,3.0,2006.0,33.0,28.24,32.56,339,,,90a1462f-b4bd-4148-b93e-d7fe7b070e7b,1
123201000000.0,10.05,99.83334,2009-03-09 12:00:00+00:00,3.0,2009.0,16.0,29.18,30.28,1029,,,7258e5e8-d8db-424b-b638-20f0309bc2c9,1
167201000000.0,-21.9013,113.9015,2009-07-09 12:00:00+00:00,7.0,2009.0,82.0,25.74,34.82,7200,,female,dbef4bb9-a0c4-42a6-8a95-3ed0194223a5,1
1732010000000.0,16.1392,-86.9041,2008-03-15 12:00:00+00:00,3.0,2008.0,124.0,28.2,35.84,1931,,,bbb8c07b-ca83-46aa-8c52-4e85589e97ce,1
18520078110.0,-23.0322,113.715,2007-05-09 12:00:00+00:00,5.0,2007.0,55.0,24.9,34.86,10835,,,d8619ae7-fd93-4448-b6e5-d453eeffc72b,1
18420067842.0,-23.0322,113.715,2003-05-21 12:00:00+00:00,5.0,2003.0,55.0,24.9,34.86,10835,,,1cc762f4-73ca-4355-bc4f-a627889554e4,1
682009000000.0,-23.0322,113.715,2009-04-26 12:00:00+00:00,4.0,2009.0,55.0,24.9,34.86,10835,,,90edb4b7-4add-466a-b9ac-5089db8abe4f,1
287201000000.0,-23.9736,35.5122,2007-01-29 12:00:00+00:00,1.0,2007.0,2.0,25.61,34.86,585,,male,ff3b273b-ddcc-4668-a420-f8f42db0453a,1
2382010000000.0,-21.9013,113.9015,2009-06-23 12:00:00+00:00,6.0,2009.0,82.0,25.74,34.82,7200,,,f40f2274-ca06-4cfd-9626-e35dffd767ac,1
1672010000000.0,-23.9736,35.5122,2008-11-27 12:00:00+00:00,11.0,2008.0,2.0,25.61,34.86,585,,male,8c811465-53eb-4731-9030-a00e3c99a950,1
2182010000000.0,-21.9013,113.9015,2006-05-02 12:00:00+00:00,5.0,2006.0,82.0,25.74,34.82,7200,,,acca0ee6-1c19-4174-a1b0-59171695e444,1
242201000000.0,24.94972,35.99667,2006-02-12 12:00:00+00:00,2.0,2006.0,1023.0,26.84,38.39,87992,,,4cd8e322-f31a-430c-94b6-9db11be9db9a,1
1652010000000.0,-21.9013,113.9015,2007-05-09 12:00:00+00:00,5.0,2007.0,82.0,25.74,34.82,7200,,,e7c847d6-d892-4fd5-be54-726770359d97,1
2972010000000.0,-21.9013,113.9015,2001-07-16 12:00:00+00:00,7.0,2001.0,82.0,25.74,34.82,7200,,,a32755d0-abbd-44ab-806d-c8d79de319be,1
16102000000000.0,1.0,-92.0,2004-10-09 12:00:00+00:00,10.0,2004.0,2362.0,24.94,33.9,45632,,female,5546ef0d-672b-4d2e-8f15-b71e5e857550,1
84200844120.0,12.9333,123.533,2008-04-05 12:00:00+00:00,4.0,2008.0,33.0,28.24,32.56,339,,,84796af5-bfce-4cb1-80b1-af07a6db0fbb,1
2312010000000.0,-21.9013,113.9015,2004-04-14 12:00:00+00:00,4.0,2004.0,82.0,25.74,34.82,7200,,female,d8b03797-6256-438a-be83-673904e1de0c,1
2520090143.0,-21.9013,113.9015,2009-04-30 12:00:00+00:00,4.0,2009.0,82.0,25.74,34.82,7200,,,4c10db11-8828-489a-a296-4cbd71f26d09,1
232201000000.0,12.9333,123.533,2009-02-23 12:00:00+00:00,2.0,2009.0,33.0,28.24,32.56,339,,male,f2c58c28-0b9e-4245-8cd9-03e143caa9f5,1
2352010000000.0,-21.9013,113.9015,2001-07-06 12:00:00+00:00,7.0,2001.0,82.0,25.74,34.82,7200,,male,29e7846b-29b8-4fad-936d-e5d4addf2582,1
16112000000000.0,-21.9013,113.9015,2005-05-05 12:00:00+00:00,5.0,2005.0,82.0,25.74,34.82,7200,,,01c359a8-5138-4d84-bdb2-241f7978c452,1
16420093530.0,12.0,123.0,2009-04-16 12:00:00+00:00,4.0,2009.0,48.0,28.58,32.15,17197,,female,96e59939-a973-4a80-beb6-cb508959af4f,1
2982010000000.0,-21.9013,113.9015,2009-06-22 12:00:00+00:00,6.0,2009.0,82.0,25.74,34.82,7200,,,f0ddd458-5633-42eb-945f-42acf1dc45ba,1
214201000000.0,12.9333,123.533,2007-04-13 12:00:00+00:00,4.0,2007.0,33.0,28.24,32.56,339,,,7f2b5b3b-c532-413d-9c43-29602ce94324,1
12320093412.0,12.9333,123.533,2009-03-12 12:00:00+00:00,3.0,2009.0,33.0,28.24,32.56,339,,,ae40d2a1-ac69-419d-b88f-95e3033588a8,1
15620094494.0,-21.9013,113.9015,2009-06-09 12:00:00+00:00,6.0,2009.0,82.0,25.74,34.82,7200,,,c7a0a1ca-51c0-4808-8bb2-f94c975bc55d,1
28720072157.0,-23.9736,35.5122,2006-12-28 12:00:00+00:00,12.0,2006.0,2.0,25.61,34.86,585,,male,16c155ff-d4dd-43e0-b26d-f51b5f6b19f2,1
8520049715.0,-23.0322,113.715,1999-05-16 12:00:00+00:00,5.0,1999.0,55.0,24.9,34.86,10835,,male,4e12eb07-fffd-4dc6-9b53-24cfb64ad7a3,1
3112010000000.0,-21.9013,113.9015,2005-05-21 12:00:00+00:00,5.0,2005.0,82.0,25.74,34.82,7200,,male,212325a0-225f-4fdd-a347-5e669e884e41,1
153201000000.0,-21.9013,113.9015,2005-05-03 12:00:00+00:00,5.0,2005.0,82.0,25.74,34.82,7200,,,b991a1a3-7eb3-4f48-b095-9bca3347d73d,1
2812200000000.0,-21.9013,113.9015,2002-04-23 12:00:00+00:00,4.0,2002.0,82.0,25.74,34.82,7200,,male,ee6398f7-653d-4a60-aa95-dc9bede08d56,1
1482010000000.0,-21.9013,113.9015,2007-06-20 12:00:00+00:00,6.0,2007.0,82.0,25.74,34.82,7200,,male,a886a900-2cfb-42c3-b380-abbe852860df,1
285201000000.0,-21.9013,113.9015,2004-06-15 12:00:00+00:00,6.0,2004.0,82.0,25.74,34.82,7200,,,f88894d2-35c5-4485-9ef3-a6710e0446bb,1
276201000000.0,-23.02548,113.63937,2008-04-30 12:00:00+00:00,4.0,2008.0,78.0,24.92,34.89,16253,,female,aa0e3ef2-c03a-48e7-8296-9a23ee384fae,1
2262010000000.0,16.1392,-86.9041,2006-06-22 12:00:00+00:00,6.0,2006.0,124.0,28.2,35.84,1931,,,9d0f7461-137d-4712-b0a3-717a60701ff2,1
267201000000.0,-23.9736,35.5122,2005-05-16 12:00:00+00:00,5.0,2005.0,2.0,25.61,34.86,585,,,d7e5c9bc-4e76-4923-bd80-a70026a281a9,1
271201000000.0,12.9333,123.533,2009-01-27 12:00:00+00:00,1.0,2009.0,33.0,28.24,32.56,339,,female,abf8fa99-1172-42a7-af4a-6acb875e099f,1
243201000000.0,12.9333,123.533,2008-03-22 12:00:00+00:00,3.0,2008.0,33.0,28.24,32.56,339,,female,7bc78780-727e-4ab5-a6e7-6e5e99528210,1
124201000000.0,-23.0322,113.715,2001-06-08 12:00:00+00:00,6.0,2001.0,55.0,24.9,34.86,10835,,,3b1277fb-1e5f-49f8-a43e-825a2f7f893e,1
37200915260.0,21.6,-86.7,2009-06-12 12:00:00+00:00,6.0,2009.0,27.0,27.27,36.09,13025,,female,db7c1014-3b64-4aba-b8b5-9108479851ae,1
32200983551.0,-19.30445,147.62222,2009-01-03 12:00:00+00:00,1.0,2009.0,31.7,25.57,35.25,19118,,,4053907a-171f-46f9-9426-4553e6fd531e,1
284201000000.0,-21.9013,113.9015,2005-06-13 12:00:00+00:00,6.0,2005.0,82.0,25.74,34.82,7200,,,e3d7a976-0f64-4e37-8835-31b37a3a8411,1
125201000000.0,-21.9013,113.9015,2008-04-19 12:00:00+00:00,4.0,2008.0,82.0,25.74,34.82,7200,,,121b2af6-8dec-4339-a06d-3290ef6ccd1e,1
2372010000000.0,-21.9013,113.9015,2007-07-09 12:00:00+00:00,7.0,2007.0,82.0,25.74,34.82,7200,,,e9fe074d-c647-4a82-879e-cbfdf74ac03b,1
711201000000.0,-21.9013,113.9015,2003-04-16 12:00:00+00:00,4.0,2003.0,82.0,25.74,34.82,7200,,male,b841854e-6205-4e0c-b7df-a51e7f6d4215,1
25320092334.0,12.9333,123.533,2009-03-25 12:00:00+00:00,3.0,2009.0,33.0,28.24,32.56,339,,male,4845e34b-76c2-4b34-9076-239e379d58e8,1
284201000000.0,12.93333,123.5,2009-04-28 12:00:00+00:00,4.0,2009.0,180.0,28.24,32.56,2672,,male,b6f60ef4-618f-400f-a20e-a7fbb637797f,1
99200917311.0,21.68333,-87.03333,2009-08-14 12:00:00+00:00,8.0,2009.0,109.0,26.59,36.15,10366,,female,73849162-6541-4251-a31c-eb5e85e4a147,1
224201000000.0,12.9333,123.533,2009-04-22 12:00:00+00:00,4.0,2009.0,33.0,28.24,32.56,339,,female,8f7e1085-727f-4b30-af1b-624ce3f282d9,1
2412010000000.0,12.9333,123.533,2009-01-21 12:00:00+00:00,1.0,2009.0,33.0,28.24,32.56,339,,female,bd5b5a11-5f38-4c1c-a210-62b77b517585,1
192201000000.0,24.32889,121.77444,2007-05-10 12:00:00+00:00,5.0,2007.0,-7.0,26.5,33.96,309,,male,bc2b3145-f884-46e2-9701-6348ca3aae7b,1
229201000000.0,-23.86667,35.55,2009-09-11 12:00:00+00:00,9.0,2009.0,-10.0,25.61,34.79,-267,,male,5ce5804a-2d32-4f3b-97e0-0a232cce79a3,1
2132010000000.0,16.1392,-86.9041,2005-02-13 12:00:00+00:00,2.0,2005.0,124.0,28.2,35.84,1931,,male,6a16b57c-5a58-4e0d-b79e-92fccaca236c,1
1862000000000.0,-21.9013,113.9015,2003-05-01 12:00:00+00:00,5.0,2003.0,82.0,25.74,34.82,7200,,male,7d5244ea-62c4-4512-9734-2f5607a1c5c4,1
27122000000000.0,-21.9013,113.9015,1995-06-06 12:00:00+00:00,6.0,1995.0,82.0,25.74,34.82,7200,,male,ab10b354-da27-4480-8818-3144948ba03d,1
223201000000.0,12.91667,123.5,2009-03-22 12:00:00+00:00,3.0,2009.0,201.0,28.24,32.56,3747,,female,922c1366-bd72-48ac-af78-7baba32e4a56,1
92201011350.0,-23.86667,35.55,2010-02-08 12:00:00+00:00,2.0,2010.0,-10.0,25.61,34.79,-267,,female,a4df1777-6451-4e3e-9ca1-63951506b243,1
2642010000000.0,16.1392,-86.9041,2007-04-23 12:00:00+00:00,4.0,2007.0,124.0,28.2,35.84,1931,,male,59a3f1b9-7d46-4141-b083-764668223f76,1
10102000000000.0,-21.9013,113.9015,2002-06-16 00:00:00+00:00,6.0,2002.0,82.0,25.74,34.82,7200,,,1ed32f81-fd7d-46e2-950a-5e6d273bd6e5,1
17320093105.0,12.9333,123.533,2009-03-16 12:00:00+00:00,3.0,2009.0,33.0,28.24,32.56,339,,male,52a270d7-d427-41c0-be7c-f7941798ac07,1
1352000000000.0,-21.9013,113.9015,2003-05-25 12:00:00+00:00,5.0,2003.0,82.0,25.74,34.82,7200,,male,45906e22-c4b0-4c8b-8c1c-5419cb95009e,1
4102004323.0,-21.9013,113.9015,2004-06-16 12:00:00+00:00,6.0,2004.0,82.0,25.74,34.82,7200,,,1d989bc8-55ed-49ee-874f-fb186ccb0d8e,1
1122010000000.0,16.1392,-86.9041,2008-02-08 12:00:00+00:00,2.0,2008.0,124.0,28.2,35.84,1931,,male,21f3840e-c3ca-4241-a97c-48ab738419b3,1
28920067940.0,3.4671,72.82318,2006-04-29 12:00:00+00:00,4.0,2006.0,73.0,29.03,34.95,370,,male,a281b667-6552-4940-8ca6-f50c387c4dc8,1
293201000000.0,12.9333,123.533,2008-03-27 12:00:00+00:00,3.0,2008.0,33.0,28.24,32.56,339,,,5de5835f-ff55-4172-b3ba-d16b74704d9f,1
17112000000000.0,-23.9736,35.5122,2009-09-11 12:00:00+00:00,9.0,2009.0,2.0,25.61,34.86,585,,,24ecb2ec-858d-4fe5-8328-acb3bb117dc7,1
52201016210.0,3.46667,72.83334,2010-01-30 12:00:00+00:00,1.0,2010.0,-2.0,29.02,34.94,358,,,bbde7ce4-a463-4dbc-bb38-51e2ee4e5fc1,1
173201000000.0,12.9333,123.533,2009-03-15 12:00:00+00:00,3.0,2009.0,33.0,28.24,32.56,339,,male,b60d307f-adf7-41a4-af1e-13798faef89d,1
1282010000000.0,-21.9013,113.9015,2007-07-11 12:00:00+00:00,7.0,2007.0,82.0,25.74,34.82,7200,,,21b4ff5b-4903-431f-b28f-c5568c298ac1,1
167201000000.0,28.9,-113.46667,2008-09-10 12:00:00+00:00,9.0,2008.0,-22.0,,,-948,,male,4dbfa050-7da6-41d7-84c7-f2464d5686c5,1
1512200000000.0,-21.9013,113.9015,1994-05-16 12:00:00+00:00,5.0,1994.0,82.0,25.74,34.82,7200,,male,9e392200-fbc1-4bf4-b6d0-2f5583f734b2,1
752009000000.0,7.65,98.75,2009-01-29 12:00:00+00:00,1.0,2009.0,27.0,29.44,32.09,2861,,female,38d8adbf-1c6a-4639-bdcb-35c5655e19a8,1
248201000000.0,-21.9013,113.9015,2009-05-03 12:00:00+00:00,5.0,2009.0,82.0,25.74,34.82,7200,,,96c3737c-60c6-46f3-bb49-78e8d6cd51fb,1
188201000000.0,-23.0322,113.715,2009-06-01 12:00:00+00:00,6.0,2009.0,55.0,24.9,34.86,10835,,male,796b4271-5a11-46b6-a2e7-930eb20d416c,1
2642010000000.0,16.1392,-86.9041,2007-04-23 12:00:00+00:00,4.0,2007.0,124.0,28.2,35.84,1931,,male,be20e325-716a-4ffa-bb8a-8b508caf53e0,1
53200921548.0,-23.85,35.55,2008-12-14 12:00:00+00:00,12.0,2008.0,-1.0,25.61,34.79,308,,,2d0a4436-45ff-4560-807b-c4dece28b65d,1
155201000000.0,-21.89365,113.93072,2007-04-29 12:00:00+00:00,4.0,2007.0,60.0,25.6,34.82,4957,,female,28e9d466-54f3-4b6a-aabe-1f5d5796b81b,1
16820073301.0,-21.9013,113.9015,2007-07-15 12:00:00+00:00,7.0,2007.0,82.0,25.74,34.82,7200,,male,6626acad-79ba-4771-ae47-c9e291483052,1
244201000000.0,-23.0322,113.715,2003-06-09 12:00:00+00:00,6.0,2003.0,55.0,24.9,34.86,10835,,,aed5495c-4030-4277-8ca0-0a4a7582d0b5,1
76200871445.0,-23.9736,35.5122,2008-02-27 12:00:00+00:00,2.0,2008.0,2.0,25.61,34.86,585,,male,0ca9129e-f980-4c9f-a7b4-06b3535fedfb,1
4102000000000.0,-21.9013,113.9015,2004-05-03 12:00:00+00:00,5.0,2004.0,82.0,25.74,34.82,7200,,male,a1d48796-0607-4a7c-b0dd-88278e7a9ee5,1
19420084214.0,-21.9013,113.9015,2008-04-04 12:00:00+00:00,4.0,2008.0,82.0,25.74,34.82,7200,,,374ceb3d-aeb3-43af-911c-1701293a786e,1
268201000000.0,-21.9013,113.9015,2004-05-15 12:00:00+00:00,5.0,2004.0,82.0,25.74,34.82,7200,,,2a92549d-813a-41f7-a1a8-a8c4d7912087,1
232008000000.0,16.1392,-86.9041,2008-02-27 12:00:00+00:00,2.0,2008.0,124.0,28.2,35.84,1931,,female,a7b248cf-4e00-4b6f-8e5b-5834a14aa248,1
1792010000000.0,21.55,-86.63333,2009-09-03 12:00:00+00:00,9.0,2009.0,36.0,27.49,36.05,17445,,female,1e1ad775-6c1e-4fbb-ac10-4c3c4ebf9704,1
792005000000.0,-21.9013,113.9015,1998-05-07 12:00:00+00:00,5.0,1998.0,82.0,25.74,34.82,7200,,male,bf3e70aa-2843-4c1c-a521-8f2fa872180d,1
185201000000.0,-21.9013,113.9015,2009-04-19 12:00:00+00:00,4.0,2009.0,82.0,25.74,34.82,7200,,,af4b11d7-9663-4401-b4d7-a6f2ae4a4459,1
2682010000000.0,-21.9013,113.9015,2009-06-02 12:00:00+00:00,6.0,2009.0,82.0,25.74,34.82,7200,,,4f018b64-d2aa-4e00-a2b8-9f9aff8eaac9,1
125201000000.0,-23.86965,35.55908,2007-04-20 12:00:00+00:00,4.0,2007.0,44.0,25.61,34.79,466,,male,7d1f032e-bbd8-42bb-ab30-9cb128b08faa,1
17200823463.0,-22.04603,113.8884,2008-06-28 12:00:00+00:00,6.0,2008.0,28.0,25.5,34.81,2058,,male,57d7e3ac-829e-4629-ac52-257c721fa099,1
232201000000.0,-23.85,35.55,2010-02-18 12:00:00+00:00,2.0,2010.0,-1.0,25.61,34.79,308,,,641936e0-b026-4564-b8c2-76e81ed5f6c5,1
18420089210.0,12.9333,123.533,2008-04-18 12:00:00+00:00,4.0,2008.0,33.0,28.24,32.56,339,,,5b8a8a74-11a1-4bbc-b416-2edf377cb960,1
313201000000.0,16.1392,-86.9041,2009-03-29 12:00:00+00:00,3.0,2009.0,124.0,28.2,35.84,1931,,,230d09a9-31af-444d-a76c-2313f2ca2d2b,1
75200941828.0,12.91667,123.53333,2009-05-07 12:00:00+00:00,5.0,2009.0,71.0,28.24,32.56,2175,,female,387ec684-cef0-46ed-9c48-8a50bb4abc92,1
14220088500.0,-21.9013,113.9015,2004-04-26 12:00:00+00:00,4.0,2004.0,82.0,25.74,34.82,7200,,male,c66816a9-9b34-4c98-8d07-d7b361e52164,1
2282010000000.0,-21.9013,113.9015,2009-05-31 12:00:00+00:00,5.0,2009.0,82.0,25.74,34.82,7200,,,cac2789a-a848-45c7-9147-13d7c70c5e8f,1
2911200000000.0,26.3118,34.84408,2006-12-11 12:00:00+00:00,12.0,2006.0,1133.0,25.85,38.68,161,,,cd9a5251-6f45-46b3-a3ba-0fc3bdd7a2f9,1
264201000000.0,12.93333,123.5,2009-04-26 12:00:00+00:00,4.0,2009.0,180.0,28.24,32.56,2672,,female,a512319f-7240-4f1c-adc7-8aa0c6b63f9c,1
552006000000.0,-21.9013,113.9015,2006-04-25 12:00:00+00:00,4.0,2006.0,82.0,25.74,34.82,7200,,male,6c2ed326-5c28-4ecb-8f26-75635e74909d,1
1112200000000.0,1.67333,-91.98972,2007-11-22 12:00:00+00:00,11.0,2007.0,111.0,25.98,33.61,137,,female,476cfdf8-a711-44db-a825-2001d1a30d33,1
41120085445.0,10.16667,99.76667,2008-11-02 12:00:00+00:00,11.0,2008.0,61.0,29.16,30.2,6760,,female,0e2244e2-8c49-4fc2-b4e4-8979c7a0939f,1
1132010000000.0,12.9333,123.533,2009-03-11 12:00:00+00:00,3.0,2009.0,33.0,28.24,32.56,339,,,0eec9427-baee-4d23-8d48-c3587a9acb14,1
5102010000000.0,-21.9013,113.9015,2006-05-24 12:00:00+00:00,5.0,2006.0,82.0,25.74,34.82,7200,,female,10e1e06a-8071-428c-ae30-3112f8f48ae2,1
2672010000000.0,-23.9736,35.5122,2006-02-15 00:00:00+00:00,2.0,2006.0,2.0,25.61,34.86,585,,male,5bb7ad63-1f15-41a7-8552-b19fa3d86af1,1
284201000000.0,16.1392,-86.9041,2005-04-13 12:00:00+00:00,4.0,2005.0,124.0,28.2,35.84,1931,,,b2fc75d6-b405-4ef7-bad6-6ed7193b331c,1
412201000000.0,6.9525,117.01917,2007-08-16 12:00:00+00:00,8.0,2007.0,1.0,29.1,31.18,1557,,male,e788fd57-517a-48ee-827d-cafd4f3d7db8,1
3152010000000.0,-21.9013,113.9015,2000-07-02 00:00:00+00:00,,2000.0,82.0,25.74,34.82,7200,,,8ae8b4dd-afb7-475a-a694-147412798678,1
24420096626.0,12.9333,123.533,2009-04-24 12:00:00+00:00,4.0,2009.0,33.0,28.24,32.56,339,,,90f48165-c14b-4b2a-b98c-19d3bec7266d,1
2422010000000.0,12.9333,123.533,2010-02-24 12:00:00+00:00,2.0,2010.0,33.0,28.24,32.56,339,,male,853bd131-d69f-4f79-af07-25736e84e61b,1
69200661843.0,12.9333,123.533,2006-08-30 12:00:00+00:00,8.0,2006.0,33.0,28.24,32.56,339,,male,84a40589-308b-4527-a8d7-a6b31ce31fb2,1
172005000000.0,16.1392,-86.9041,2005-06-26 12:00:00+00:00,6.0,2005.0,124.0,28.2,35.84,1931,,,71e9879f-3981-46cc-b407-89d7ed84a93a,1
1482010000000.0,-21.9013,113.9015,2007-06-20 12:00:00+00:00,6.0,2007.0,82.0,25.74,34.82,7200,,,a23a10e0-5709-413f-8c69-8efa4b47aa62,1
3010200000000.0,-21.9013,113.9015,2002-07-12 12:00:00+00:00,7.0,2002.0,82.0,25.74,34.82,7200,,,3ab3cd22-a03c-4260-b023-f7e368fefb7a,1
912201000000.0,-23.9736,35.5122,2008-10-08 12:00:00+00:00,10.0,2008.0,2.0,25.61,34.86,585,,,a3199729-879e-4964-b315-0e5ba4511e5a,1
143201000000.0,16.1392,-86.9041,2006-03-14 12:00:00+00:00,3.0,2006.0,124.0,28.2,35.84,1931,,,d07106ee-8490-4599-b581-be555e9d61d6,1
