,decimalLatitude,decimalLongitude
2147,16.1392,-86.9041
2148,21.59103,-86.85975
2149,-23.9736,35.5122
2150,-21.9013,113.9015
2151,12.91667,123.51667
2152,-23.0322,113.715
2153,-22.81194,113.65278
2154,10.16667,99.76667
2155,12.9333,123.533
2156,-21.9013,113.9015
2157,-21.9013,113.9015
2158,12.9333,123.533
2159,-21.9013,113.9015
2160,-21.9013,113.9015
2161,-23.9736,35.5122
2162,-21.9013,113.9015
2163,-10.5019,105.6772
2164,-23.9736,35.5122
2165,9.35,98.01667
2166,-23.0322,113.715
2167,12.9333,123.533
2168,3.46675,72.82146
2169,-23.0322,113.715
2170,-21.9013,113.9015
2171,-21.9013,113.9015
2172,12.9333,123.533
2173,12.9333,123.533
2174,-23.01667,113.46667
2175,21.63333,-86.55
2176,-21.9013,113.9015
2177,12.9333,123.533
2178,-21.91667,113.9
2179,-21.9013,113.9015
2180,-23.9736,35.5122
2181,-21.9614,113.90745
2182,-21.9013,113.9015
2183,-21.9013,113.9015
2184,-21.9013,113.9015
2185,12.91667,123.55
2186,-23.0322,113.715
2187,12.91667,123.51667
2188,-21.9013,113.9015
2189,12.9333,123.533
2190,-21.9013,113.9015
2191,-21.9013,113.9015
2192,-23.9736,35.5122
2193,-21.9013,113.9015
2194,-23.0322,113.715
2195,12.9333,123.533
2196,-23.0322,113.715
2197,-7.76667,113.26667
2198,16.1392,-86.9041
2199,-22.83165,113.6977
2200,-21.9013,113.9015
2201,16.1392,-86.9041
2202,12.9333,123.533
2203,16.1392,-86.9041
2204,-21.9013,113.9015
2205,12.9333,123.533
2206,-27.45,32.7
2207,16.1392,-86.9041
2208,-23.9736,35.5122
2209,-21.9013,113.9015
2210,-23.9736,35.5122
2211,-10.5019,105.6772
2212,28.88333,-113.51667
2213,-21.9013,113.9015
2214,12.9333,123.533
2215,7.13822,134.22163
2216,16.1392,-86.9041
2217,-21.9013,113.9015
2218,12.9333,123.533
2219,12.9333,123.533
2220,12.9333,123.533
2221,16.1392,-86.9041
2222,-23.0322,113.715
2223,12.9333,123.533
2224,12.9333,123.533
2225,-21.9013,113.9015
2226,-21.9013,113.9015
2227,21.63333,-86.95
2228,-21.9013,113.9015
2229,12.9333,123.533
2230,12.9333,123.533
2231,-23.9736,35.5122
2232,-23.0322,113.715
2233,-23.0322,113.715
2234,-21.85,113.95
2235,-21.9013,113.9015
2236,-23.0322,113.715
2237,12.9333,123.533
2238,-23.9736,35.5122
2239,3.47048,72.80499
2240,-21.78194,113.76797
2241,-21.9013,113.9015
2242,-21.9013,113.9015
2243,-21.9013,113.9015
2244,9.93333,99.98333
2245,-21.9013,113.9015
2246,-21.9013,113.9015
2247,-21.9013,113.9015
2248,-21.9013,113.9015
2249,-21.9013,113.9015
2250,12.9333,123.533
2251,12.93278,123.545
2252,16.1392,-86.9041
2253,12.9333,123.533
2254,-21.9013,113.9015
2255,9.35,98.01667
2256,-23.9736,35.5122
2257,-21.9013,113.9015
2258,-23.9736,35.5122
2259,-21.9013,113.9015
2260,-21.9013,113.9015
2261,-21.9492,113.88802
2262,-23.0322,113.715
2263,-23.0322,113.715
2264,-23.0322,113.715
2265,-21.9013,113.9015
2266,-21.9013,113.9015
2267,-21.9013,113.9015
2268,12.9333,123.533
2269,12.9333,123.533
2270,12.9333,123.533
2271,12.9333,123.533
2272,-23.0322,113.715
2273,-21.9013,113.9015
2274,11.5688,42.77747
2275,-21.9013,113.9015
2276,-21.9013,113.9015
2277,12.9333,123.533
2278,-21.9013,113.9015
2279,-21.9013,113.9015
2280,-21.9013,113.9015
2281,12.9333,123.533
2282,-23.0322,113.715
2283,-23.9736,35.5122
2284,-21.9013,113.9015
2285,12.9333,123.533
2286,-10.5019,105.6772
2287,21.75,-87.13333
2288,-21.9013,113.9015
2289,-21.9013,113.9015
2290,-23.9736,35.5122
2291,9.85583,98.03083
2292,2.45139,104.52528
2293,24.74722,-77.78056
2294,12.9333,123.533
2295,-23.85,35.55
2296,21.51667,-86.65
2297,-21.9013,113.9015
2298,-21.9013,113.9015
2299,-21.9013,113.9015
2300,12.9333,123.533
2301,-21.9013,113.9015
2302,-21.9013,113.9015
2303,12.92083,123.53833
2304,-23.9736,35.5122
2305,-23.0322,113.715
2306,-23.9736,35.5122
2307,-21.91347,113.92112
2308,-21.9013,113.9015
2309,-23.0322,113.715
2310,-21.9013,113.9015
2311,12.9333,123.533
2312,-23.0322,113.715
2313,-23.0322,113.715
2314,-21.9013,113.9015
2315,-21.9013,113.9015
2316,-23.9736,35.5122
2317,21.73333,-87.08334
2318,-10.5019,105.6772
2319,-21.9013,113.9015
2320,-21.9013,113.9015
2321,12.9333,123.533
2322,11.57643,42.8192
2323,3.47302,72.79449
2324,-21.9013,113.9015
2325,-21.9013,113.9015
2326,-23.9736,35.5122
2327,-23.9736,35.5122
2328,-23.0322,113.715
2329,-23.0322,113.715
2330,-21.9013,113.9015
2331,1.67333,-91.98972
2332,-23.9736,35.5122
2333,21.46667,-86.63333
2334,-23.9736,35.5122
2335,-21.9013,113.9015
2336,-21.9013,113.9015
2337,-22.43867,113.69753
2338,-21.9013,113.9015
2339,-21.9013,113.9015
2340,-23.88611,35.55222
2341,12.9333,123.533
2342,-21.9013,113.9015
2343,-21.9013,113.9015
2344,12.9333,123.533
2345,-21.9013,113.9015
2346,-22.98611,113.75555
2347,16.0936,-86.82816
2348,-21.9013,113.9015
2349,16.14525,-86.87643
2350,-21.9013,113.9015
2351,-7.76667,113.26667
2352,-23.85,-35.55
2353,-23.9736,35.5122
2354,12.9333,123.533
2355,-21.9013,113.9015
2356,-22.0,113.88333
2357,-23.9736,35.5122
2358,-21.95523,113.90121
2359,28.9,-113.46667
2360,-23.0322,113.715
2361,-21.9013,113.9015
2362,12.9333,123.533
2363,16.16139,-86.85361
2364,-21.96802,113.90182
2365,12.9333,123.533
2366,12.9333,123.533
2367,16.1392,-86.9041
2368,-23.0322,113.715
2369,-21.9013,113.9015
2370,-21.9013,113.9015
2371,9.93333,99.98333
2372,-23.9736,35.5122
2373,-23.83333,35.55
2374,-23.9736,35.5122
2375,-23.0322,113.715
2376,-23.0322,113.715
2377,-23.9736,35.5122
2378,-21.9013,113.9015
2379,-23.0322,113.715
2380,28.88333,-113.5
2381,11.56667,42.76667
2382,-21.9013,113.9015
2383,-21.9013,113.9015
2384,-23.9736,35.5122
2385,-23.0322,113.715
2386,-23.9736,35.5122
2387,-21.9013,113.9015
2388,16.10402,-86.96868
2389,-22.10833,113.86667
2390,16.1392,-86.9041
2391,3.49167,72.9
2392,-21.9013,113.9015
2393,12.9333,123.533
2394,-23.0322,113.715
2395,-12.23333,122.96667
2396,-21.9013,113.9015
2397,-21.9013,113.9015
2398,3.61667,72.78333
2399,-21.9013,113.9015
2400,-21.9013,113.9015
2401,-23.9736,35.5122
2402,21.49944,-86.60222
2403,-21.9013,113.9015
2404,9.95917,125.23833
2405,-23.9736,35.5122
2406,-21.9013,113.9015
2407,16.1392,-86.9041
2408,16.1392,-86.9041
2409,12.9333,123.533
2410,-21.9013,113.9015
2411,-20.0,113.0
2412,-23.0322,113.715
2413,12.9333,123.533
2414,-21.9013,113.9015
2415,-23.0322,113.715
2416,-21.9013,113.9015
2417,12.9333,123.533
2418,-23.9736,35.5122
2419,16.1392,-86.9041
2420,3.46748,72.8374
2421,-23.86667,35.55
2422,-21.9013,113.9015
2423,-22.82568,113.647
2424,12.95,123.5
2425,-10.46333,105.62055
2426,12.9333,123.533
2427,-10.5019,105.6772
2428,-23.0322,113.715
2429,-21.9013,113.9015
2430,-23.9736,35.5122
2431,-21.9013,113.9015
2432,-23.9736,35.5122
2433,-21.9013,113.9015
2434,16.12587,-86.84708
2435,-21.9013,113.9015
2436,16.1392,-86.9041
2437,-21.9013,113.9015
2438,12.9333,123.533
2439,-23.9736,35.5122
2440,-23.0322,113.715
2441,28.89222,-113.49973
2442,27.72556,34.25889
2443,-21.99312,113.89905
2444,12.9333,123.533
2445,-23.0322,113.715
2446,12.9333,123.533
2447,-21.9013,113.9015
2448,-23.0322,113.715
2449,10.16667,99.76667
2450,1.67333,-91.98972
2451,-10.5019,105.6772
2452,-23.9736,35.5122
2453,-21.9013,113.9015
2454,3.50027,72.898
2455,12.9333,123.533
2456,12.9333,123.533
2457,-22.7927,113.6537
2458,-21.9013,113.9015
2459,-21.9013,113.9015
2460,12.9333,123.533
2461,12.9333,123.533
2462,12.9333,123.533
2463,-26.76667,32.88334
2464,-21.9013,113.9015
2465,-21.88242,113.87724
2466,-22.15,113.85
2467,-21.9013,113.9015
2468,10.16667,99.76667
2469,-21.9013,113.9015
2470,30.03333,-85.7
2471,-21.9013,113.9015
2472,1.67167,-91.98889
2473,12.9333,123.533
2474,-21.9013,113.9015
2475,-23.0322,113.715
2476,12.9333,123.533
2477,-21.9013,113.9015
2478,-21.9013,113.9015
2479,-23.0322,113.715
2480,-21.9013,113.9015
2481,-21.9762,113.89288
2482,3.47825,72.87607
2483,-21.84138,113.9715
2484,-21.9013,113.9015
2485,12.9333,123.533
2486,-21.9013,113.9015
2487,12.9333,123.533
2488,-21.9013,113.9015
2489,12.9333,123.533
2490,-23.9736,35.5122
2491,-21.9013,113.9015
2492,16.1392,-86.9041
2493,-21.9013,113.9015
2494,-23.86667,35.38334
2495,-21.9013,113.9015
2496,-23.0322,113.715
2497,-23.9736,35.5122
2498,12.9333,123.533
2499,-23.86667,35.55
2500,-21.9013,113.9015
2501,3.475,72.8375
2502,-23.0322,113.715
2503,-23.0322,113.715
2504,-23.0322,113.715
2505,-21.9013,113.9015
2506,1.61667,-92.0
2507,-21.9013,113.9015
2508,-21.9013,113.9015
2509,-21.9013,113.9015
2510,-23.0322,113.715
2511,-21.9013,113.9015
2512,-21.91667,113.88333
2513,-21.9013,113.9015
2514,12.9333,123.533
2515,21.71667,-87.06667
2516,-23.9736,35.5122
2517,-23.0322,113.715
2518,-21.9975,113.879
2519,-23.0322,113.715
2520,21.73333,-87.18333
2521,12.9333,123.533
2522,-23.9736,35.5122
2523,-21.9013,113.9015
2524,28.9,-113.51667
2525,12.91667,123.51667
2526,-21.9013,113.9015
2527,-21.9013,113.9015
2528,-23.9,35.53333
2529,12.9333,123.533
2530,-21.9013,113.9015
2531,28.63333,-89.55
2532,12.93333,123.51667
2533,12.92,123.54639
2534,-21.9013,113.9015
2535,-21.83713,113.99625
2536,12.9333,123.533
2537,21.58333,-86.68333
2538,12.9275,123.56223
2539,-23.9736,35.5122
2540,-22.03448,113.88824
2541,-21.9013,113.9015
2542,12.91667,123.51667
2543,-21.9013,113.9015
2544,12.9333,123.533
2545,12.9333,123.533
2546,16.12333,-86.85111
2547,12.9333,123.533
2548,-23.9736,35.5122
2549,-23.0322,113.715
2550,-23.9736,35.5122
2551,9.95917,125.23833
2552,-23.88333,35.53333
2553,-21.9013,113.9015
2554,-23.0322,113.715
2555,12.9333,123.533
2556,-21.9013,113.9015
2557,-21.9013,113.9015
2558,-23.0322,113.715
2559,12.9333,123.533
2560,16.1392,-86.9041
2561,-23.9736,35.5122
2562,12.9333,123.533
2563,-23.85,35.55
2564,-23.0322,113.715
2565,-21.9013,113.9015
2566,12.9333,123.533
2567,-23.9736,35.5122
2568,-19.9,115.11667
2569,-21.9013,113.9015
2570,-23.9736,35.5122
2571,-23.0322,113.715
2572,12.9333,123.533
2573,-21.9013,113.9015
2574,-21.9013,113.9015
2575,12.9333,123.533
2576,-21.92775,113.9184
2577,-21.9013,113.9015
2578,-22.9004,113.72683
2579,3.46963,72.8031
2580,-21.9013,113.9015
2581,-21.9013,113.9015
2582,12.9333,123.533
2583,-21.9013,113.9015
2584,12.91667,123.51667
2585,-21.9013,113.9015
2586,-22.03772,113.88685
2587,-21.9013,113.9015
2588,-21.9013,113.9015
2589,-21.9013,113.9015
2590,-21.9013,113.9015
2591,21.55,-86.83334
2592,-21.9013,113.9015
2593,-21.9013,113.9015
2594,12.9333,123.533
2595,3.46667,72.83334
2596,-21.9013,113.9015
2597,-23.9736,35.5122
2598,-23.0322,113.715
2599,-23.9736,35.5122
2600,-21.9013,113.9015
2601,28.89715,-113.51707
2602,-21.96667,113.90667
2603,12.9333,123.533
2604,16.1392,-86.9041
2605,-21.9013,113.9015
2606,-21.9013,113.9015
2607,-23.0322,113.715
2608,-21.9013,113.9015
2609,12.9333,123.533
2610,12.9333,123.533
2611,-21.9013,113.9015
2612,-21.9013,113.9015
2613,-23.9736,35.5122
2614,12.9333,123.533
2615,12.9333,123.533
2616,-21.9013,113.9015
2617,-21.93932,113.91071
2618,12.9333,123.533
2619,-22.1,113.86667
2620,-23.9736,35.5122
2621,12.92667,123.54222
2622,12.9333,123.533
2623,12.9333,123.533
2624,16.1392,-86.9041
2625,16.1392,-86.9041
2626,-21.90102,113.92793
2627,-21.9013,113.9015
2628,12.9333,123.533
2629,12.9333,123.533
2630,3.46635,72.8296
2631,-21.9013,113.9015
2632,3.5018,72.89973
2633,16.08333,-86.85
2634,12.9333,123.533
2635,-23.75111,113.54278
2636,21.78555,-87.25
2637,-21.9013,113.9015
2638,12.9333,123.533
2639,12.9333,123.533
2640,-23.9736,35.5122
2641,12.9333,123.533
2642,16.1392,-86.9041
2643,-21.9013,113.9015
2644,28.89639,-113.51389
2645,12.9333,123.533
2646,12.91667,123.51667
2647,12.9333,123.533
2648,-21.9013,113.9015
2649,-21.98333,113.88333
2650,-21.9013,113.9015
2651,-23.9736,35.5122
2652,-23.9736,35.5122
2653,12.9333,123.533
2654,16.1392,-86.9041
2655,-23.0322,113.715
2656,-23.9736,35.5122
2657,-21.9013,113.9015
2658,-21.9013,113.9015
2659,-21.9013,113.9015
2660,-23.9736,35.5122
2661,-23.9736,35.5122
2662,16.1392,-86.9041
2663,10.17248,99.77869
2664,3.46967,72.80289
2665,12.9333,123.533
2666,12.9333,123.533
2667,-21.9005,113.9284
2668,-21.9013,113.9015
2669,28.89437,-113.49757
2670,-21.9013,113.9015
2671,-23.9736,35.5122
2672,12.91667,123.53333
2673,12.9333,123.533
2674,-21.9013,113.9015
2675,-23.0322,113.715
2676,-21.9013,113.9015
2677,-21.91063,113.9735
2678,16.1392,-86.9041
2679,-10.50194,105.67722
2680,-23.0322,113.715
2681,3.47553,72.78995
2682,12.9333,123.533
2683,12.9333,123.533
2684,1.37111,-91.8175
2685,-22.81278,113.65916
2686,-23.0322,113.715
2687,-21.9013,113.9015
2688,-21.98333,113.81667
2689,12.9333,123.533
2690,-23.9736,35.5122
2691,12.9333,123.533
2692,-21.9013,113.9015
2693,1.67333,-91.98972
2694,9.91222,125.29
2695,-21.9013,113.9015
2696,12.9333,123.533
2697,16.1392,-86.9041
2698,-21.9013,113.9015
2699,-23.9736,35.5122
2700,-23.9736,35.5122
2701,21.79205,-87.24865
2702,-23.9736,35.5122
2703,-21.9013,113.9015
2704,12.9333,123.533
2705,3.58889,72.72278
2706,-19.61282,116.41223
2707,-22.3,113.75
2708,16.13218,-86.84927
2709,-23.9736,35.5122
2710,12.91667,123.51667
2711,21.73333,-87.08334
2712,-23.0322,113.715
2713,-23.0322,113.715
2714,-22.954,113.74433
2715,-23.0322,113.715
2716,12.9333,123.533
2717,-23.9736,35.5122
2718,12.9333,123.533
2719,-21.9013,113.9015
2720,12.9333,123.533
2721,-21.9013,113.9015
2722,30.03333,-85.71667
2723,-23.0322,113.715
2724,-23.9736,35.5122
2725,-21.9013,113.9015
2726,-21.9013,113.9015
2727,-21.9013,113.9015
2728,-21.9013,113.9015
2729,-23.88333,35.53333
2730,-21.9013,113.9015
2731,-21.9013,113.9015
2732,-21.97305,113.91444
2733,12.9333,123.533
2734,12.9333,123.533
2735,3.46635,72.83465
2736,-21.9013,113.9015
2737,12.9333,123.533
2738,12.9333,123.533
2739,-23.9736,35.5122
2740,-12.23333,122.96667
2741,-21.9013,113.9015
2742,-21.9013,113.9015
2743,-21.9013,113.9015
2744,-21.9013,113.9015
2745,16.1392,-86.9041
2746,3.49167,72.90417
2747,-21.94657,113.91135
2748,-23.9736,35.5122
2749,3.46638,72.82327
2750,28.9,-113.46667
2751,12.9333,123.533
2752,-23.9736,35.5122
2753,12.9333,123.533
2754,12.93333,123.51667
2755,-21.9013,113.9015
2756,-23.9736,35.5122
2757,-21.9013,113.9015
2758,-21.9013,113.9015
2759,16.1392,-86.9041
2760,-23.0322,113.715
2761,-21.9013,113.9015
2762,12.9333,123.533
2763,12.9333,123.533
2764,12.9333,123.533
2765,9.35,98.01667
2766,16.06355,-86.82037
2767,3.47518,72.86967
2768,-21.9013,113.9015
2769,12.9333,123.533
2770,12.9333,123.533
2771,-21.9013,113.9015
2772,-21.9013,113.9015
2773,12.9333,123.533
2774,-23.0322,113.715
2775,-21.9013,113.9015
2776,-21.9013,113.9015
2777,-19.9,115.11667
2778,-21.9013,113.9015
2779,-21.83118,114.00443
2780,-21.9013,113.9015
2781,12.9333,123.533
2782,-21.9013,113.9015
2783,-21.9013,113.9015
2784,12.9333,123.533
2785,-21.9013,113.9015
2786,4.26667,73.0
2787,12.9333,123.533
2788,-21.9013,113.9015
2789,12.91667,123.53333
2790,-22.0,113.88333
2791,12.9333,123.533
2792,-21.9013,113.9015
2793,-21.9013,113.9015
2794,16.1392,-86.9041
2795,-22.03772,113.88685
2796,-21.9013,113.9015
2797,12.9333,123.533
2798,4.8,103.65
2799,12.9333,123.533
2800,-21.9013,113.9015
2801,12.9333,123.533
2802,28.88333,-113.5
2803,-21.9013,113.9015
2804,-21.9013,113.9015
2805,12.9333,123.533
2806,-23.0322,113.715
2807,-21.9013,113.9015
2808,-19.58333,116.43333
2809,-23.9736,35.5122
2810,-23.0322,113.715
2811,12.9333,123.533
2812,12.9333,123.533
2813,28.88333,-113.48333
2814,1.37111,-91.8175
2815,-21.98833,113.90334
2816,12.9333,123.533
2817,-23.9736,35.5122
2818,-23.9736,35.5122
2819,12.9333,123.533
2820,-21.9013,113.9015
2821,-21.9013,113.9015
2822,-23.0322,113.715
2823,-21.9013,113.9015
2824,-21.9013,113.9015
2825,-23.9736,35.5122
2826,10.16667,99.76667
2827,21.45,-86.65
2828,-23.0322,113.715
2829,-21.9013,113.9015
2830,12.9333,123.533
2831,-21.9013,113.9015
2832,12.9333,123.533
2833,12.9333,123.533
2834,-23.9736,35.5122
2835,-23.0322,113.715
2836,28.9,-113.46667
2837,-21.9013,113.9015
2838,-23.9736,35.5122
2839,-23.9736,35.5122
2840,12.9333,123.533
2841,12.91667,123.51667
2842,-23.0322,113.715
2843,12.9333,123.533
2844,-23.0322,113.715
2845,-23.9736,35.5122
2846,-23.9736,35.5122
2847,-22.9852,113.72732
2848,-23.0322,113.715
2849,12.9333,123.533
2850,-21.9013,113.9015
2851,-21.9013,113.9015
2852,11.57652,42.8215
2853,12.9333,123.533
2854,-21.9013,113.9015
2855,-23.0322,113.715
2856,-23.9736,35.5122
2857,-21.9013,113.9015
2858,27.97222,34.46028
2859,-21.9013,113.9015
2860,12.9333,123.533
2861,-21.9013,113.9015
2862,-21.9013,113.9015
2863,7.79722,98.53111
2864,12.9333,123.533
2865,-25.50083,113.04528
2866,-10.50472,105.53944
2867,-21.9013,113.9015
2868,12.9333,123.533
2869,12.9333,123.533
2870,21.71667,-87.06667
2871,-21.9013,113.9015
2872,11.55,42.73333
2873,-23.0322,113.715
2874,28.9,-113.46667
2875,12.93083,123.53167
2876,-21.9013,113.9015
2877,12.9333,123.533
2878,12.9333,123.533
2879,12.9333,123.533
2880,12.9333,123.533
2881,-21.9013,113.9015
2882,12.9333,123.533
2883,-21.9013,113.9015
2884,12.9333,123.533
2885,-21.9013,113.9015
2886,12.9333,123.533
2887,-21.9013,113.9015
2888,16.14215,-86.86967
2889,-21.9013,113.9015
2890,-21.9013,113.9015
2891,-23.0322,113.715
2892,21.60917,-86.88861
2893,12.9333,123.533
2894,-21.9013,113.9015
2895,-23.9736,35.5122
2896,-21.9013,113.9015
2897,24.01667,-110.05
2898,-21.9013,113.9015
2899,12.9333,123.533
2900,-21.9013,113.9015
2901,-22.00692,113.89989
2902,12.9333,123.533
2903,-21.9013,113.9015
2904,16.1392,-86.9041
2905,-21.9013,113.9015
2906,-21.9013,113.9015
2907,-21.9013,113.9015
2908,-23.9736,35.5122
2909,21.6,-86.56667
2910,12.91667,123.55
2911,-21.9013,113.9015
2912,-21.9013,113.9015
2913,-22.01903,113.8897
2914,-21.9013,113.9015
2915,-21.93213,113.9051
2916,-21.9013,113.9015
2917,-22.18142,113.8398
2918,-21.9013,113.9015
2919,12.9333,123.533
2920,-23.06667,113.7
2921,12.9333,123.533
2922,12.9333,123.533
2923,-23.88333,35.55
2924,16.1392,-86.9041
2925,-23.9736,35.5122
2926,12.9333,123.533
2927,21.61194,-86.87833
2928,-21.9013,113.9015
2929,-23.88333,35.53333
2930,-23.0322,113.715
2931,12.9,123.58334
2932,-21.9013,113.9015
2933,-21.9013,113.9015
2934,-21.91605,113.92342
2935,-21.9013,113.9015
2936,-21.9013,113.9015
2937,-23.9736,35.5122
2938,16.1392,-86.9041
2939,12.9333,123.533
2940,28.08333,-90.9
2941,-23.0322,113.715
2942,-21.9013,113.9015
2943,21.74,-87.0375
2944,-21.91063,113.9736
2945,-28.16139,-90.71611
2946,-21.9013,113.9015
2947,-21.9013,113.9015
2948,28.89889,-113.48473
2949,21.58333,-86.68333
2950,-21.9013,113.9015
2951,16.1392,-86.9041
2952,-23.9736,35.5122
2953,-21.9013,113.9015
2954,-21.9013,113.9015
2955,-21.9013,113.9015
2956,-21.9013,113.9015
2957,-21.9013,113.9015
2958,-23.0322,113.715
2959,-21.9013,113.9015
2960,-23.0322,113.715
2961,12.9333,123.533
2962,12.92833,123.53
2963,12.9333,123.533
2964,16.1392,-86.9041
2965,-21.9013,113.9015
2966,21.76667,-87.13333
2967,-23.9736,35.5122
2968,-19.41667,116.48333
2969,9.93333,99.98333
2970,16.1392,-86.9041
2971,1.91667,118.45
2972,12.9333,123.533
2973,12.56855,42.7773
2974,12.9333,123.533
2975,-23.0322,113.715
2976,12.9333,123.533
2977,12.9333,123.533
2978,-21.9013,113.9015
2979,-7.76667,113.26667
2980,-21.9013,113.9015
2981,9.93333,99.98333
2982,12.9333,123.533
2983,12.9333,123.533
2984,21.55,-86.63333
2985,16.1392,-86.9041
2986,-23.9736,35.5122
2987,-21.9013,113.9015
2988,12.9333,123.533
2989,12.9333,123.533
2990,12.9333,123.533
2991,12.9333,123.533
2992,12.9333,123.533
2993,12.9333,123.533
2994,12.9333,123.533
2995,12.9333,123.533
2996,12.9333,123.533
2997,-21.9013,113.9015
2998,-22.00652,113.89512
2999,-21.9013,113.9015
3000,-23.0322,113.715
3001,27.76667,34.25333
3002,-21.9013,113.9015
3003,-21.9013,113.9015
3004,-23.0322,113.715
3005,-23.85,35.55
3006,-21.9013,113.9015
3007,12.9333,123.533
3008,-21.95833,113.91033
3009,-23.9736,35.5122
3010,-21.9013,113.9015
3011,4.01667,-81.6
3012,-23.9736,35.5122
3013,16.11583,-86.85778
3014,-23.85,35.55
3015,-23.9736,35.5122
3016,-21.9013,113.9015
3017,-21.93333,113.91666
3018,-21.9013,113.9015
3019,-21.9013,113.9015
3020,-23.9736,35.5122
3021,12.91667,123.51667
3022,-23.9736,35.5122
3023,-23.9736,35.5122
3024,-23.0322,113.715
3025,21.57361,-86.82889
3026,-21.9013,113.9015
3027,27.40972,-90.26527
3028,12.9333,123.533
3029,-23.0322,113.715
3030,-21.9013,113.9015
3031,16.5,-87.95
3032,-23.9736,35.5122
3033,-23.0322,113.715
3034,-21.9013,113.9015
3035,-23.0322,113.715
3036,-21.9013,113.9015
3037,-23.0322,113.715
3038,21.55,-86.63333
3039,12.9333,123.533
3040,12.9333,123.533
3041,-23.0322,113.715
3042,-19.95139,115.32195
3043,-23.0322,113.715
3044,-23.9736,35.5122
3045,12.9333,123.533
3046,28.9,-113.46667
3047,-21.9013,113.9015
3048,12.9333,123.533
3049,12.9333,123.533
3050,-23.0322,113.715
3051,-21.9013,113.9015
3052,-21.9013,113.9015
3053,-21.02113,113.89235
3054,12.9333,123.533
3055,28.9,-113.46667
3056,-21.9013,113.9015
3057,12.9333,123.533
3058,-21.9013,113.9015
3059,-21.9013,113.9015
3060,-23.9736,35.5122
3061,-21.9013,113.9015
3062,-21.9013,113.9015
3063,-21.9013,113.9015
3064,12.9333,123.533
3065,12.9333,123.533
3066,-21.9013,113.9015
3067,-23.0322,113.715
3068,12.9225,123.55945
3069,12.9333,123.533
3070,-23.0322,113.715
3071,12.93333,123.55
3072,21.5,-86.65
3073,-21.9013,113.9015
3074,12.9333,123.533
3075,21.75,-87.13333
3076,16.10767,-86.864
3077,12.9333,123.533
3078,-23.9736,35.5122
3079,12.9333,123.533
3080,16.08333,-86.85
3081,21.73333,-87.1
3082,-21.9013,113.9015
3083,-23.9736,35.5122
3084,-22.11085,113.8687
3085,-21.9013,113.9015
3086,-21.9013,113.9015
3087,-21.9013,113.9015
3088,-7.89633,39.66317
3089,12.91667,123.53333
3090,-21.9013,113.9015
3091,-21.9013,113.9015
3092,-23.0322,113.715
3093,16.1392,-86.9041
3094,12.9333,123.533
3095,-22.43828,113.70406
3096,-23.0322,113.715
3097,12.9333,123.533
3098,-23.0322,113.715
3099,-23.0322,113.715
3100,12.9333,123.533
3101,16.1392,-86.9041
3102,-22.78868,113.66053
3103,-21.88365,113.93649
3104,-21.9013,113.9015
3105,-23.9736,35.5122
3106,3.47082,72.84617
3107,-21.9013,113.9015
3108,-23.0064,35.92823
3109,-21.9013,113.9015
3110,-21.9013,113.9015
3111,-23.0322,113.715
3112,12.9333,123.533
3113,-22.43333,113.66666
3114,12.9333,123.533
3115,-23.87722,35.55556
3116,12.9333,123.533
3117,-23.0322,113.715
3118,21.55,-86.63333
3119,-21.9013,113.9015
3120,-10.5019,105.6772
3121,12.9333,123.533
3122,28.88333,-113.5
3123,-21.9013,113.9015
3124,-21.87833,113.87395
3125,12.9333,123.533
3126,12.93333,123.53333
3127,-23.9736,35.5122
3128,12.91667,123.53333
3129,12.9333,123.533
3130,21.76111,-87.10944
3131,-21.9013,113.9015
3132,12.9333,123.533
3133,9.05806,97.81167
3134,-23.0322,113.715
3135,-21.9013,113.9015
3136,16.1392,-86.9041
3137,-21.9013,113.9015
3138,-23.0322,113.715
3139,3.47087,72.80183
3140,-23.85833,35.55361
3141,-23.0322,113.715
3142,3.49167,72.9
3143,12.9333,123.533
3144,16.1392,-86.9041
3145,12.9333,123.533
3146,-23.9736,35.5122
3147,-21.9013,113.9015
3148,16.12082,-86.81831
3149,-23.9736,35.5122
3150,12.9333,123.533
3151,12.91667,123.55
3152,-23.0322,113.715
3153,28.88333,-118.3
3154,-35.85,35.55
3155,-22.01833,113.89584
3156,-21.9013,113.9015
3157,-23.9736,35.5122
3158,12.9333,123.533
3159,12.9333,123.533
3160,-23.9736,35.5122
3161,-23.0322,113.715
3162,-23.0322,113.715
3163,-21.9013,113.9015
3164,-21.9013,113.9015
3165,21.73333,-87.06667
3166,21.66667,-86.96667
3167,-21.9013,113.9015
3168,12.9333,123.533
3169,12.9333,123.533
3170,-21.9013,113.9015
3171,-23.0322,113.715
3172,-21.9013,113.9015
3173,12.9333,123.533
3174,-21.98833,113.90334
3175,-21.9013,113.9015
3176,21.6,-86.86667
3177,1.67333,-91.98972
3178,-23.0322,113.715
3179,-23.9736,35.5122
3180,-23.86667,35.55
3181,16.11695,-86.97083
3182,12.9333,123.533
3183,-21.9013,113.9015
3184,-26.81667,32.88334
3185,21.6,-86.56667
3186,12.9333,123.533
3187,12.9333,123.533
3188,-26.8,32.88334
3189,-21.9013,113.9015
3190,20.81667,-86.86667
3191,21.46667,-86.55
3192,12.9333,123.533
3193,-19.91361,115.13194
3194,-21.9013,113.9015
